日期,年份,内容,标题,事件
6月11日,1776年,英国画家康斯太勃尔出生,,event
6月11日,1825年,美国副总统丹尼尔·汤普金斯去世,,event
6月11日,1859年,奥地利政治家克莱门斯·梅特涅逝世,,event
6月11日,1864年,德国作曲家理查德·施特劳斯出生,,event
6月11日,1895年,左翼文学运动开创者郑伯奇出生,,event
6月11日,1898年,光绪下“明定国是”诏书 戊戌变法开始,,event
6月11日,1915年,中俄蒙签订《恰克图协约》,,event
6月11日,1934年,著名心理学家利维·维谷斯基去世,,event
6月11日,1937年,数名苏联红军高级将领被以叛国罪名处决,,event
6月11日,1953年,香港著名编剧林岭南出生,,event
6月11日,1955年,法国勒芒24小时耐力赛发生惨剧，85人死亡,,event
6月11日,1963年,民盟中央主席沈钧儒逝世,,event
6月11日,2013年,神舟十号飞船发射升空,,event
6月12日,618年,李渊建立我国传统社会最为昌盛的朝代唐朝,,event
6月12日,1842年,挪威作曲家理查德·诺拉克出生,,event
6月12日,1897年,英国首相、英格兰伯明翰大学的校长罗伯特·安东尼·出生,,event
6月12日,1914年,围棋大师、昭和棋圣吴清源出生,,event
6月12日,1924年,第41任美国总统乔治·H·W·布什出生,,event
6月12日,1944年,世界上第一种导弹V1导弹正式投入实战,,event
6月12日,1965年,中国首例人造心脏瓣膜手术成功,,event
6月12日,1973年,德国陆军元帅曼施坦因去世,,event
6月12日,1978年,中国现代著名作家、诗人郭沫若逝世,,event
6月12日,1980年,纽约80多万市民参加反核示威,,event
6月12日,1980年,日本首相大平正芳逝世,,event
6月12日,1985年,中科院院士华罗庚逝世,,event
6月12日,1992年,中国研制出汉字掌上型微电脑,,event
6月12日,2012年,美国著名政治学家埃莉诺·奥斯特罗姆去世,,event
6月13日,1645年,日本著名武士、古代著名剑术家宫本武藏逝世,,event
6月13日,1831年,英国物理学家、数学家麦克斯韦出生,,event
6月13日,1858年,中国与俄国签订不平等条约《中俄天津条约》,,event
6月13日,1865年,爱尔兰诗人威廉·巴特勒·叶芝出生,,event
6月13日,1905年,中国近现代著名作曲家、钢琴家冼星海出生,,event
6月13日,1928年,美国经济学家约翰·纳什出生,,event
6月13日,1944年,联合国秘书长潘基文出生,,event
6月13日,1948年,日本作家太宰治逝世,,event
6月13日,1975年,英国通货膨胀率创欧洲最高,,event
6月13日,1978年,以色列从黎巴嫩撤军,,event
6月13日,1978年,中国小说家柳青去世,,event
6月13日,1981年,美国发现世界首例艾滋病病例,,event
6月13日,1982年,沙特阿拉伯国王阿齐兹逝世,,event
6月13日,1983年,美国先驱者10号空间探测器越过海王星轨道,,event
6月14日,1736年,库仑定律发现者查利·奥古斯丁·库仑出生,,event
6月14日,1777年,美国大陆会议将星条旗定为美国国旗,,event
6月14日,1811年,美国女作家斯托夫人出生,,event
6月14日,1856年,俄国数学家马尔可夫出生,,event
6月14日,1868年,人类血型发现者卡尔·兰德施泰纳出生,,event
6月14日,1899年,日本作家川端康成出生,,event
6月14日,1920年,德国社会科学家马克斯·韦伯逝世,,event
6月14日,1926年,美国画家玛丽·卡萨特逝世,,event
6月14日,1943年,英军攻克西西里的三个岛屿,,event
6月14日,1946年,电视的发明者约翰·罗杰·贝尔德去世,,event
6月14日,1946年,第45任美国总统唐纳德·特朗普出生,,event
6月14日,1952年,美国建造出世界第一艘原子动力潜艇,,event
6月14日,1982年,马岛战争结束,,event
6月14日,2007年,联合国前秘书长瓦尔德海姆去世,,event
6月15日,923年,法国国王罗贝尔一世逝世,,event
6月15日,1330年,威尔士亲王黑太子爱德华出生,,event
6月15日,1381年,英格兰农民起义领袖瓦特·泰勒逝世,,event
6月15日,1389年,奥斯曼帝国和塞尔维亚之间的科索沃战役爆发,,event
6月15日,1594年,法国画家尼古拉·普桑出生,,event
6月15日,1667年,人类历史上首次输血治疗在法国进行,,event
6月15日,1843年,挪威作曲家葛利格出生,,event
6月15日,1886年,中国文学家、语文学家夏丏尊出生,,event
6月15日,1889年,罗马尼亚诗人米哈伊·艾米内斯库逝世,,event
6月15日,1914年,苏联共产党总书记安德罗波夫出生,,event
6月15日,1916年,美国心理学家赫伯特·西蒙出生,,event
6月15日,1982年,光学专家蒋筑英逝世,,event
6月15日,1991年,皮纳图博火山喷发,,event
6月15日,2000年,中国著名新闻工作者，前新华社社长郭超人逝世,,event
6月15日,2002年,现代跆拳道创始人崔泓熙逝世,,event
6月16日,1779年,西班牙对英国宣战并围攻直布罗陀,,event
6月16日,1858年,瑞典国王古斯塔夫五世出生,,event
6月16日,1897年,德国化学家格奥尔格·维蒂希出生,,event
6月16日,1903年,亨利·福特创立福特汽车公司,,event
6月16日,1909年,维也纳音乐家威利·波斯科夫斯基出生,,event
6月16日,1934年,本资产定价模型的奠基者威廉·夏普出生,,event
6月16日,1944年,美国B前29轰炸机空袭日本本土九州岛,,event
6月16日,1966年,77国集团成立,,event
6月16日,1977年,火箭专家冯·布劳恩去世,,event
6月16日,1983年,“阿丽阿娜”火箭发射成功,,event
6月16日,2000年,日本昭和天皇皇后香淳皇后去世,,event
6月16日,2008年,著名作曲家时乐蒙去世,,event
6月16日,2012年,神舟九号飞船发射,,event
6月17日,公元前193年,汉朝政治家萧何逝世,,event
6月17日,1025年,第一位波兰国王波列斯瓦夫一世去世,,event
6月17日,1239年,英格兰国王爱德华一世出生,,event
6月17日,1565年,幕府将军足利义辉去世,,event
6月17日,1682年,瑞典国王查理十二出生,,event
6月17日,1719年,英国散文家、诗人、政治家约瑟夫·艾迪生去世,,event
6月17日,1775年,美国独立战争的重要战役班克山战役爆发,,event
6月17日,1882年,俄国音乐家斯特拉文斯基出生,,event
6月17日,1888年,海因茨·威廉·古德里安出生,,event
6月17日,1915年,土耳其屠杀大批亚美尼亚人,,event
6月17日,1944年,欧洲国家、北欧五国之一的冰岛共和国成立,,event
6月17日,1967年,中国第一颗氢弹空爆成功,,event
6月17日,1974年,国际海上人命安全公约修正案通过,,event
6月17日,2012年,“棉纱大王”陈廷骅去世,,event
6月18日,1730年,清朝怡贤亲王、清康熙帝第十三子爱新觉罗·胤祥逝世,,event
6月18日,1812年,美国第二次独立战争爆发,,event
6月18日,1815年,拿破仑率领的法国军队在滑铁卢战役中被击败,,event
6月18日,1845年,法国生物学家诺奖得主拉韦朗出生,,event
6月18日,1858年,中国与美国签订不平等条约《中美天津条约》,,event
6月18日,1923年,意大利埃特纳火山爆发,,event
6月18日,1924年,美国NBA巨星乔治·迈肯出生,,event
6月18日,1929年,德国哲学家尤尔根·哈贝马斯出生,,event
6月18日,1935年,中国文学评论家瞿秋白去世,,event
6月18日,1942年,美国展开开发原子弹的曼哈顿计划,,event
6月18日,1963年,日本漫画家吉住涉出生,,event
6月18日,1974年,苏联军事家朱可夫逝世,,event
6月18日,1981年,台湾三人女子团体S.H.E成员陈嘉桦出生,,event
6月19日,1052年,北宋著名的政治家、世称“范文正公”的范仲淹去世,,event
6月19日,1623年,法国数学家、物理学家、哲学家布莱士·帕斯卡出生,,event
6月19日,1861年,菲律宾国父黎刹出生,,event
6月19日,1862年,美国总统林肯签署禁止奴隶制法律,,event
6月19日,1867年,马西米连诺一世被处决,,event
6月19日,1885年,自由女神塑像从法国运抵纽约,,event
6月19日,1909年,日本小说家太宰治出生,,event
6月19日,1925年,省港大罢工爆发,,event
6月19日,1939年,台湾政治人物吴伯雄出生,,event
6月19日,1945年,缅甸民主运动领导人昂山素季出生,,event
6月19日,1954年,中国人民解放军组建潜艇部队,,event
6月19日,1970年,苏联“联盟—9号”创载人宇宙飞行新纪录,,event
6月19日,1985年,考古学家夏鼐逝世,,event
6月20日,1381年,明初诗文三大家之一宋濂逝世,,event
6月20日,1409年,十三陵开始在北京市昌平区天寿山麓建造,,event
6月20日,1549年,英国罗伯特·凯特起义爆发,,event
6月20日,1819年,德籍法国作曲家雅克·奥芬巴赫出生,,event
6月20日,1869年,日本幕末之佐幕派大将土方岁三逝世,,event
6月20日,1933年,国际妇女运动领袖克莱拉·蔡特金去世,,event
6月20日,1946年,东帝汶总统沙纳纳·古斯芒出生,,event
6月20日,1946年,清朝最后一位皇后郭布罗·婉容逝世,,event
6月20日,1970年,香港女演员李嘉欣出生,,event
6月20日,1970年,台湾演员张庭出生,,event
6月20日,1983年,著名摇滚乐队Beyond乐队在香港成立,,event
6月20日,1990年,亚洲最大汽车试验场在襄樊建成,,event
6月20日,1991年,海湾战争之后科威特首次出口石油,,event
6月20日,1991年,德国议会决定将首都从波恩迁往柏林,,event
6月20日,2005年,诺贝尔物理学奖得奖者杰克·基尔比去世,,event
6月21日,1582年,日本大名织田信长逝世,,event
6月21日,1852年,德国教育家、幼儿园的创始人福禄培尔去世,,event
6月21日,1900年,庚子国变爆发，清廷向列强宣战,,event
6月21日,1905年,法国哲学家让-保罗·萨特出生,,event
6月21日,1935年,法国作家弗朗索瓦·萨冈出生,,event
6月21日,1946年,中国杰出军事家罗炳辉病逝,,event
6月21日,1963年,日本著名漫画家、“柯南之父”青山刚昌出生,,event
6月21日,1967年,泰国首位女总理、前总理他信的妹妹英拉·西那瓦出生,,event
6月21日,1970年,印尼前总统苏加诺去世,,event
6月21日,1990年,伊朗西北部地区发生的里氏7.3级强烈地震,,event
6月21日,1992年,全国政协原主席李先念去世,,event
6月21日,2000年,中国电子商务协会正式成立,,event
6月21日,2004年,世界首部私人研制的载人航天器飞入太空,,event
6月21日,2009年,历史上首次太阳在夏至日直射北回归线中点,,event
6月22日,662年,武则天幼子、唐朝皇帝唐睿宗李旦出生,,event
6月22日,1805年,意大利革命家、作家、政治家纠泽佩·马志尼出生,,event
6月22日,1840年,第一次鸦片战争正式爆发,,event
6月22日,1848年,法国六月起义爆发,,event
6月22日,1864年,德国数学家赫尔曼·闵可夫斯基诞生,,event
6月22日,1865年,道光进士王茂荫逝世,,event
6月22日,1900年,中国甘肃敦煌莫高窟藏经洞被发现,,event
6月22日,1930年,文学作家张腾蛟出生,,event
6月22日,1937年,台湾政治人物陈履安出生,,event
6月22日,1951年,岭南画派第一代画家高剑父逝世,,event
6月22日,1967年,中国共产党李立三自杀,,event
6月22日,1988年,中国著名小说家萧军去世,,event
6月22日,1993年,“银河全数字仿真·II”计算机通过国家鉴定,,event
6月23日,1534年,日本战国时代的三英杰之一织田信长出生,,event
6月23日,1650年,神圣罗马帝国和瑞典签订纽伦保和约,,event
6月23日,1662年,民族英雄郑成功去世,,event
6月23日,1881年,细胞学说的创始人施莱登逝世,,event
6月23日,1887年,加拿大国家公园落基山脉公园正式成立,,event
6月23日,1889年,俄罗斯女诗人阿赫玛托娃出生,,event
6月23日,1891年,英国天文学家诺曼·罗伯特·普森逝世,,event
6月23日,1894年,国际奥林匹克委员会在巴黎宣布成立,,event
6月23日,1894年,英国国王爱德华八世出生,,event
6月23日,1907年,英国经济学家詹姆斯·爱德华·米德出生,,event
6月23日,1912年,人工智能之父阿兰·图灵出生,,event
6月23日,1922年,清末民初杰出的外交家、法学家伍廷芳去世,,event
6月23日,1945年,潜水发明人西蒙·莱克艇去世,,event
6月23日,1961年,由12国签订的《南极条约》生效,,event
6月23日,1990年,奥林匹克博物馆正式开馆,,event
6月24日,1398年,明朝的建立者朱元璋去世,,event
6月24日,1859年,中国军民抗击英法联军第二次进攻天津的第二次大沽之战发生,,event
6月24日,1876年,美国政治家司徒雷登出生,,event
6月24日,1882年,中国经济学家、人口学家马寅初出生,,event
6月24日,1901年,毕加索作品首次在巴黎展出,,event
6月24日,1908年,美国总统格罗弗·克利夫兰去世,,event
6月24日,1931年,中国共产党早期领导人向忠发去世,,event
6月24日,1971年,韩国演员池珍熙出生,,event
6月24日,1984年,中国开国少将钟伟逝世,,event
6月24日,1987年,阿根廷足球运动员梅西出生,,event
6月24日,1991年,中国首座脉冲反应堆建成,,event
6月24日,1994年,《四库全书存目丛书》首册出版,,event
6月24日,1994年,英国医学家发现海湾战争综合症病因,,event
6月25日,1866年,左宗棠奏设立中国最早的海军学校,,event
6月25日,1903年,物理学家居里夫人发现了镭,,event
6月25日,1903年,英国作家、《1984》作者乔治·奥威尔出生,,event
6月25日,1907年,德国物理学家延森出生,,event
6月25日,1924年,中国著名核物理学家邓稼先出生,,event
6月25日,1937年,日本内阁总理大臣小渊惠三出生,,event
6月25日,1942年,英军出动一千架飞机轰炸不来梅,,event
6月25日,1950年,朝鲜战争全面爆发,,event
6月25日,1960年,法国天文学家沃尔特·巴德逝世,,event
6月25日,1965年,银河系结构方面先驱林德布拉德去世,,event
6月25日,1982年,韩国歌手及演员Rain出生,,event
6月25日,1984年,法国哲学家米歇尔·福柯去世,,event
6月25日,2009年,流行音乐之王迈克尔·杰克逊心脏骤停去世,,event
6月25日,2010年,中国绘画大师吴冠中去世,,event
6月26日,1730年,法国天文学家夏尔·梅西耶出生,,event
6月26日,1824年,热力学温标的发明者威廉·汤姆森出生,,event
6月26日,1830年,英国国王乔治·奥古斯塔斯·弗雷德里克去世,,event
6月26日,1836年,《马赛曲》作者鲁日·德·李尔去世,,event
6月26日,1892年,美国女作家赛珍珠出生,,event
6月26日,1918年,德国军队使用大贝尔塔炮轰击巴黎,,event
6月26日,1936年,世界第一架可正常操纵的直升机首次试飞成功,,event
6月26日,1943年,血型的发现者兰德施泰纳去世,,event
6月26日,1945年,苏联斯大林获“苏联英雄”称号,,event
6月26日,1947年,中国天文学家高鲁逝世,,event
6月26日,1959年,圣劳伦斯河通海航道正式开放,,event
6月26日,1966年,中国演员王志文出生,,event
6月26日,1970年,日本漫画家许斐刚出生,,event
6月26日,1993年,中国首次在国内发行外币债券,,event
6月27日,公元前278年,战国时期楚国诗人屈原逝世,,event
6月27日,1350年,拜占庭帝国皇帝曼努埃尔二世出生,,event
6月27日,1636年,日本大名、伊达氏第十七代家督伊达政宗去世,,event
6月27日,1806年,英国军队占领布宜诺斯艾利斯,,event
6月27日,1806年,英国数学家德·摩根出生,,event
6月27日,1878年,中国画家何香凝出生,,event
6月27日,1880年,美国女作家海伦·凯勒出生,,event
6月27日,1892年,德国化学家肖莱马去世,,event
6月27日,1895年,中国军事家傅作义出生,,event
6月27日,1954年,苏联第一个原子能发电厂发电,,event
6月27日,1962年,滇军将领龙云去世,,event
6月27日,1967年,世界首台电子式自动柜员机出现,,event
6月27日,1970年,美国首次使用新式C前5银河运输机,,event
6月27日,1990年,尼加拉瓜内战结束,,event
6月27日,2012年,“京剧界通天教主”刘曾复去世,,event
6月28日,1577年,巴洛克画派早期的代表人物鲁本斯出生,,event
6月28日,1712年,法国哲学家让·雅各·卢梭出生,,event
6月28日,1836年,美国总统詹姆斯·麦迪逊去世,,event
6月28日,1838年,英国的维多利亚女王举行加冕典礼,,event
6月28日,1867年,意大利戏剧家皮兰德娄出生,,event
6月28日,1902年,美国国会通过议案决定开凿巴拿马运河,,event
6月28日,1914年,奥匈帝国皇储弗朗茨·斐迪南大公去世,,event
6月28日,1946年,意大利废除君主制,,event
6月28日,1949年,北大西洋公约组织成立,,event
6月28日,1971年,法国足球运动员巴特兹出生,,event
6月28日,1971年,中国农业史学家石声汉去世,,event
6月28日,1981年,香港政界人物刘国勋出生,,event
6月28日,1992年,中国物理学家、“两弹一星”元勋钱三强去世,,event
6月28日,2007年,日本前首相宫泽喜一去世,,event
6月28日,2008年,北京奥运会主场馆鸟巢竣工,,event
6月29日,226年,三国曹魏高祖文皇帝曹丕逝世,,event
6月29日,1852年,美国政治家、演说家、国务卿亨利·克莱逝世,,event
6月29日,1895年,英国杰出生物学家托马斯·亨利·赫胥黎逝世,,event
6月29日,1900年,诺贝尔奖金基金会成立,,event
6月29日,1913年,第二次巴尔干战争爆发,,event
6月29日,1929年,意大利女记者奥里亚娜·法拉奇出生,,event
6月29日,1940年,意象派画家保罗·克利病逝,,event
6月29日,1949年,南非开始实行种族隔离计划,,event
6月29日,1964年,“东风二号”导弹发射升空,,event
6月29日,1970年,美军从柬埔寨撤退完毕,,event
6月29日,1976年,塞舌尔宣布脱离英国独立，成立塞舌尔共和国,,event
6月29日,1984年,《中国妇女》杂志刊登了我国第一则征婚广告,,event
6月29日,1994年,韩国汉城瑞草区的三丰百货店发生严重倒塌事故,,event
6月29日,2001年,青藏铁路开工典礼举行,,event
6月30日,1886年,英国政治人物杨慕琦出生,,event
6月30日,1908年,俄国贝加尔湖西北发生通古斯大爆炸,,event
6月30日,1911年,希腊诗人奥德修斯·埃里蒂斯出生,,event
6月30日,1911年,波兰著名作家切斯瓦夫·米沃什出生于立陶宛,,event
6月30日,1929年,香港法律界人士杨铁梁出生,,event
6月30日,1934年,魏玛共和国总理施莱谢尔去世,,event
6月30日,1953年,中国第一次全国人口普查,,event
6月30日,1958年,中国第一座实验性重水型原子反应堆并正式运转,,event
6月30日,1964年,前丹麦王妃文雅丽出生,,event
6月30日,1975年,苏联“阿克的卡”号首次穿越北冰洋获得成功,,event
6月30日,1978年,中国电影艺术家袁牧之逝世,,event
6月30日,1993年,香港歌手黄家驹去世,,event
6月30日,2005年,北京师范大学教授、中国国学大师启功去世,,event
6月30日,2011年,中国超声学研究奠基人应崇福去世,,event
7月1日,1311年,元末明初政治家、文学家刘伯温出生,,event
7月1日,1646年,德国科学家、发现了微积分的莱布尼茨出生,,event
7月1日,1911年,波兰化学家C.丰克发现维生素并命名,,event
7月1日,1921年,中国共产党的建立纪念日,,event
7月1日,1961年,戴安娜王妃诞辰,,event
7月1日,1961年,美国短跑运动员卡尔·刘易斯出生,,event
7月1日,1967年,《布鲁塞尔条约》正式生效,,event
7月1日,1971年,英国物理学家威廉·劳伦斯·布拉格逝世,,event
7月1日,1976年,中国共产党创始人张闻天逝世,,event
7月1日,1977年,美国女电影演员丽芙·泰勒出生,,event
7月1日,1979年,中国有机化学家黄鸣龙逝世,,event
7月1日,1991年,中国台湾蒋经国之子蒋孝武逝世,,event
7月1日,1997年,英国将香港主权移交中华人民共和国，香港回归,,event
7月1日,2004年,美国电影演员马龙·白兰度逝世,,event
7月1日,2006年,首条连接西藏自治区的铁路——青藏铁路全线通车,,event
7月2日,626年,唐太宗李世民发动玄武门之变杀太子李建成,,event
7月2日,1481年,丹麦、挪威和瑞典国王克里斯蒂安二世出生,,event
7月2日,1489年,英国教士托马斯·克兰麦出生,,event
7月2日,1704年,清代戏曲作家、诗人洪升逝世,,event
7月2日,1778年,法国哲学家、作家、教育家卢梭逝世,,event
7月2日,1850年,英国首相罗伯特·皮尔逝世,,event
7月2日,1895年,中国著名的农学家金善宝出生,,event
7月2日,1901年,齐柏林设计的人类第一艘飞艇首航成功,,event
7月2日,1922年,法国时装设计师皮尔·卡丹出生,,event
7月2日,1925年,刚果民主共和国前总理卢蒙巴出生,,event
7月2日,1945年,国际货币基金组织和世界银行成立,,event
7月2日,1947年,波兰把奥斯威辛集中营改为纪念馆,,event
7月2日,1961年,美国小说家海明威逝世,,event
7月2日,1997年,亚洲金融风暴爆发,,event
7月2日,2007年,傅作义的女儿傅冬菊逝世,,event
7月3日,1062年,中国北宋官员包拯去世,,event
7月3日,1423年,法国瓦卢瓦王朝国王路易十一出生,,event
7月3日,1518年,中国明代医学家兼药物学家李时珍出生,,event
7月3日,1844年,大海雀灭绝,,event
7月3日,1876年,中国第一条铁路淞沪铁路正式通车运营,,event
7月3日,1883年,奥地利作家卡夫卡出生,,event
7月3日,1898年,京师大学堂成立,,event
7月3日,1898年,有机化学家黄鸣龙去世,,event
7月3日,1904年,同治、光绪皇帝的老师翁同龢去世,,event
7月3日,1962年,美国电影演员汤姆·克鲁斯出生,,event
7月3日,1969年,英国滚石乐队的创始团员布莱恩·琼斯去世,,event
7月3日,1980年,开国上将邓华去世,,event
7月3日,1986年,美国自由神像矗立纽约100周年,,event
7月3日,2005年,西班牙正式通过同性婚姻相关法案,,event
7月3日,2012年,美国著名演员安迪·格里菲斯去世,,event
7月4日,664年,唐朝高僧玄奘去世,,event
7月4日,1054年,中国天文学家观测到金牛座的超新星爆发,,event
7月4日,1776年,在从英国独立后的北美大陆上，美利坚合众国正式建立,,event
7月4日,1782年,曼谷王朝成立,,event
7月4日,1804年,美国著名小说家霍桑出生,,event
7月4日,1826年,美国前总统约翰·亚当斯去世,,event
7月4日,1831年,美国第五任总统詹姆斯·门罗去世,,event
7月4日,1896年,作家茅盾出生,,event
7月4日,1904年,中国历史上最后一次科举考试,,event
7月4日,1934年,法国著名现代物理学家居里夫人去世,,event
7月4日,1938年,中国杰出航天技术专家龙乐豪诞辰,,event
7月4日,1946年,菲律宾宣布独立,,event
7月4日,1978年,中国历史学家萧一山去世,,event
7月4日,2008年,中国大陆与台湾的两岸包机正式开始,,event
7月5日,1687年,牛顿发表《自然哲学的数学原理》,,event
7月5日,1811年,委内瑞拉独立,,event
7月5日,1826年,英国政治家莱佛士去世,,event
7月5日,1857年,国际妇女运动领袖克莱拉·蔡特金出生,,event
7月5日,1893年,《辞海》出版的主编舒新城出生,,event
7月5日,1911年,法国总统蓬皮杜诞辰,,event
7月5日,1924年,第八届夏季奥林匹克运动会在法国巴黎举办,,event
7月5日,1943年,苏联与德国法西斯军队库尔斯克战役开始,,event
7月5日,1969年,德国建筑师瓦尔特·格罗皮乌斯,,event
7月5日,1980年,法国电影女演员伊娃·格林出生,,event
7月5日,1982年,意大利足球运动员阿尔贝托·吉拉迪诺出生,,event
7月5日,1995年,日本内阁总理大臣福田赳夫去世,,event
7月5日,1996年,世界第一只体细胞克隆动物克隆羊多莉诞生,,event
7月5日,2003年,张爱萍上将去世,,event
7月5日,2003年,重症急性呼吸综合征已经获得控制,,event
7月6日,1553年,英国国王爱德华六世爱德华·都铎去世,,event
7月6日,1785年,美元被选为美国的法定货币,,event
7月6日,1796年,俄国沙皇尼古拉一世出生,,event
7月6日,1840年,第一次鸦片战争开始,,event
7月6日,1893年,法国批判现实主义作家莫泊桑逝世,,event
7月6日,1921年,美国女演员南希·里根出生,,event
7月6日,1935年,中日签订《何梅协定》,,event
7月6日,1946年,美国好莱坞著名演员西尔维斯特·史泰龙出生,,event
7月6日,1946年,美国第43任总统乔治·沃克·布什出生,,event
7月6日,1962年,美国小说家福克纳逝世,,event
7月6日,1971年,台湾演员黄少祺出生,,event
7月6日,1975年,科摩罗伊斯兰共和国独立,,event
7月6日,1976年,朱德委员长逝世,,event
7月6日,2005年,世界著名物理学家黄昆病逝,,event
7月6日,2008年,中国福建土楼被正式列入《世界遗产名录》,,event
7月7日,1307年,征服了威尔士的英格兰国王爱德华一世去世,,event
7月7日,1746年,意大利天文学家朱塞普·皮亚齐出生,,event
7月7日,1887年,俄国画家马克·夏加尔出生,,event
7月7日,1918年,英国海军在一战中炮击伊斯坦布尔,,event
7月7日,1930年,英国作家阿瑟·柯南·道尔去世,,event
7月7日,1937年,日军在宛平发动侵华战争七七事变,,event
7月7日,1941年,美军接管冰岛,,event
7月7日,1945年,国民政府宣布对日军全面反攻,,event
7月7日,1955年,中国大陆导演赵宝刚出生,,event
7月7日,1960年,中国大陆演员和导演英达出生,,event
7月7日,1967年,英国电影演员费雯·丽去世,,event
7月7日,1983年,香港武打影星傅声去世,,event
7月7日,1983年,台湾画家李石樵去世,,event
7月7日,2007年,世界新七大奇迹揭晓,,event
7月8日,1822年,英国浪漫主义诗人珀西·比希·雪莱逝世,,event
7月8日,1864年,政治袭击事件池田屋事件发生,,event
7月8日,1889年,美国道·琼斯公司创办的《华尔街日报》首日发行,,event
7月8日,1909年,清末著名小说家刘鹗逝世,,event
7月8日,1914年,中华革命党成立,,event
7月8日,1948年,美国空军正式允许女性士兵加入,,event
7月8日,1958年,美国著名演员、导演凯文·贝肯出生,,event
7月8日,1967年,香港歌手及演员陈小春出生,,event
7月8日,1977年,中国篮球员王治郅出生,,event
7月8日,1979年,日本物理学家朝永振一郎逝世,,event
7月8日,1986年,中国国内卫星通信网建成,,event
7月8日,1994年,朝鲜领导人金日成逝世,,event
7月8日,2001年,中国著名的旧石器考古学家贾兰坡逝世,,event
7月9日,781年,唐朝杰出将领、平定安史之乱的功勋重臣郭子仪逝世,,event
7月9日,1582年,明朝内阁首辅，政治家、改革家张居正逝世,,event
7月9日,1847年,中国武术家黄飞鸿出生,,event
7月9日,1856年,著名化学家阿伏加德罗逝世,,event
7月9日,1858年,美国人类学家法兰兹·鲍亚士诞生,,event
7月9日,1894年,苏联物理学家彼得·卡皮查出生,,event
7月9日,1905年,中国第一部影片《定军山》开始拍摄,,event
7月9日,1916年,英国前首相爱德华·希斯出生,,event
7月9日,1926年,北伐战争开始,,event
7月9日,1938年,三民主义青年团成立,,event
7月9日,1956年,著名电影演员汤姆·汉克斯诞辰,,event
7月9日,1970年,世界青年大会在联合国总部举行,,event
7月9日,1970年,相声表演艺术家张寿臣逝世,,event
7月9日,1971年,基辛格秘密访华,,event
7月9日,2007年,南丁格尔奖获得者黎秀芳逝世,,event
7月10日,138年,古罗马君主普布利乌斯·埃利乌斯·哈德良逝世,,event
7月10日,420年,东晋大将刘裕取代东晋政权自立为王，史称南朝宋。,,event
7月10日,1509年,法国宗教改革活动家约翰·加尔文诞生,,event
7月10日,1584年,荷兰国父威廉一世逝世,,event
7月10日,1652年,第一次英荷战争发生,,event
7月10日,1913年,俄国向保加利亚宣战,,event
7月10日,1915年,1976年获诺贝尔文学奖获得者贝洛出生,,event
7月10日,1929年,张学良武力接管中东铁路中苏断绝外交,,event
7月10日,1932年,安全剃刀发明人金·坎普·吉列去世,,event
7月10日,1934年,德国政治家埃里希·米萨姆,,event
7月10日,1938年,法国巴黎圣母院大教堂重开,,event
7月10日,1943年,网球冠军阿瑟·阿什出生,,event
7月10日,1961年,香港歌手张学友出生,,event
7月10日,1975年,陕西省临潼县发现秦代兵马俑,,event
7月11日,1274年,苏格兰国王罗伯特·布鲁斯出生,,event
7月11日,1405年,明成祖朱棣命郑和从太仓的刘家港起锚下西洋,,event
7月11日,1920年,中国著名化学家和教育家唐有祺出生,,event
7月11日,1934年,“阿玛尼”创始人乔治·阿玛尼出生,,event
7月11日,1937年,台湾著名作家白先勇出生,,event
7月11日,1937年,美国作曲家格什温逝世,,event
7月11日,1946年,爱国民主人士李公朴牺牲,,event
7月11日,1962年,人造卫星首次播送全球电视,,event
7月11日,1979年,美国“天空实验室”烧毁,,event
7月11日,1989年,英国影星劳伦斯·奥利弗逝世,,event
7月11日,1992年,邓颖超逝世,,event
7月11日,1993年,英国培育出世界第一只转基因公鸡,,event
7月11日,2006年,刘翔在瑞士洛桑110米跨栏破世界纪录,,event
7月11日,2009年,中国语言学家、国学家、教育家季羡林逝世,,event
7月12日,公元前102年,罗马共和国军事统帅盖盖乌斯·尤利乌斯·恺撒大帝诞生,,event
7月12日,208年,赤壁之战爆发,,event
7月12日,1536年,西欧人文主义者伊拉斯谟逝世,,event
7月12日,1804年,美国开国元勋亚历山大·汉密尔顿逝世,,event
7月12日,1817年,美国作家亨利·戴维·梭罗诞生,,event
7月12日,1854年,科达照相机发明者乔治·伊士曼出生,,event
7月12日,1884年,意大利画家莫迪利阿尼诞辰,,event
7月12日,1904年,智利诗人聂鲁达诞辰,,event
7月12日,1913年,孙中山讨伐袁世凯发动“二次革命”,,event
7月12日,1917年,溥仪复辟帝制结束,,event
7月12日,1940年,英国在阿尔及利亚歼灭法国舰队,,event
7月12日,1979年,吉尔伯特群岛脱离英国统治而独立,,event
7月12日,1991年,《撒旦诗篇》日文版译者五十岚一逝世,,event
7月12日,2004年,中国著名的相声表演艺术家郭全宝逝世,,event
7月13日,1908年,台湾画家李石樵出生于台北县新庄镇。,,event
7月13日,1930年,第一届世界杯在乌拉圭开幕,,event
7月13日,1942年,美国影星哈里森·福特出生,,event
7月13日,1944年,魔方之父厄尔诺·鲁比克出生.,,event
7月13日,1953年,抗美援朝金城战役打响,,event
7月13日,1954年,玻璃纸发明人布兰德伯格逝世,,event
7月13日,1954年,墨西哥女画家弗里达·卡罗逝世,,event
