日期,年份,内容,标题,事件
11月9日,1938年,“水晶之夜”事件发生,,event
11月9日,1940年,英国前首相内维尔·张伯伦逝世,,event
11月9日,1952年,英国犹太裔化学家、政治家哈伊姆·魏茨曼出生,,event
11月9日,1970年,法国前总统夏尔·戴高乐逝世,,event
11月9日,1982年,法国试制成功中子弹,,event
11月9日,1989年,柏林墙倒塌,,event
11月9日,1994年,德国科学家发现新的元素 鐽,,event
11月9日,2004年,华裔作家张纯如逝世,,event
11月10日,1444年,瓦尔纳战役，瓦迪斯瓦夫阵亡,,event
11月10日,1483年,宗教改革运动的倡导者马丁·路德出生,,event
11月10日,1520年,斯德哥尔摩惨案,,event
11月10日,1683年,汉诺威选帝侯 乔治二世出生,,event
11月10日,1812年,晚清著名的政治家、军事家、民族英雄左宗棠出生,,event
11月10日,1845年,第四任加拿大总理约翰·斯帕洛·戴维·汤普森出生,,event
11月10日,1919年,刚果总理莫伊兹·卡奔达·冲伯出生,,event
11月10日,1938年,土耳其首任总统穆斯塔法·凯末尔·阿塔土克逝世,,event
11月10日,1939年,辛亥革命元勋孙武病逝,,event
11月10日,1942年,苏联斯大林格勒守军反攻，突破德军封锁,,event
11月10日,1944年,德国在二战中首次使用V2火箭,,event
11月10日,1944年,汪精卫逝世,,event
11月10日,1945年,泗水保卫战，印尼民族主义者反抗英军,,event
11月10日,1964年,中国近现代政治家于右任逝去,,event
11月10日,1982年,前苏共中央总书记列昂尼德·伊里奇·勃列日涅夫逝世,,event
11月11日,1154年,独立葡萄牙第二位国王桑乔一世出生,,event
11月11日,1155年,卡斯蒂利亚国王阿方索八世出生,,event
11月11日,1572年,丹麦人第谷·布拉赫第谷超新星,,event
11月11日,1821年,俄国作家陀斯妥耶夫斯基出生,,event
11月11日,1861年,咸丰皇帝逝世，爱新觉罗·载淳登基,,event
11月11日,1882年,瑞典国王古斯塔夫六世出生,,event
11月11日,1885年,美军将领乔治·巴顿出生,,event
11月11日,1918年,第一次世界大战结束,,event
11月11日,1937年,中华民国国民革命军将领唐惠洽逝世,,event
11月11日,1937年,中华民国国民革命军将领吴继光逝世,,event
11月11日,1949年,中国人民解放军空军成立,,event
11月11日,1966年,双子星12号升空,,event
11月11日,1966年,中国土壤化学和物理化学家虞宏正逝世,,event
11月11日,2004年,巴勒斯坦机构主席亚西尔·阿拉法特逝世,,event
11月11日,2005年,“现代管理学之父”彼得·德鲁克逝世,,event
11月12日,1035年,丹麦和英国国王克努特大帝去世,,event
11月12日,1528年,明代抗倭将领、军事家戚继光出生,,event
11月12日,1840年,法国著名法国雕塑艺术家奥古斯特·罗丹出生,,event
11月12日,1842年,英国物理学家瑞利出生,,event
11月12日,1848年,晚清太监李莲英出生,,event
11月12日,1866年,中国近代民主革命家、中华民国国父孙中山出生,,event
11月12日,1892年,巴哈伊信仰的创立者巴哈欧拉逝世,,event
11月12日,1937年,淞沪会战结束,,event
11月12日,1938年,湖南长沙文夕大火,,event
11月12日,1939年,加拿大胸外科医师白求恩逝世,,event
11月12日,1942年,太平洋战争中，瓜达尔卡纳尔海战爆发,,event
11月12日,1948年,二战日本甲级战犯东条英机被判死刑,,event
11月12日,1969年,中华人民共和国主席刘少奇逝世,,event
11月12日,1989年,中国桥梁专家茅以升逝世,,event
11月12日,1996年,沙特阿拉伯航空763号班机空难,,event
11月13日,580年,南北朝时期杰出的军事家、战略家韦孝宽逝世,,event
11月13日,1312年,英格兰国王爱德华三世出生,,event
11月13日,1587年,中国明代历史上著名的清官海瑞逝世,,event
11月13日,1760年,中国清朝嘉庆帝出生,,event
11月13日,1775年,美国独立战争，大陆军进攻蒙特利尔,,event
11月13日,1814年,美国陆军少将约瑟夫·胡克出生,,event
11月13日,1851年,美国华盛顿州港口城市西雅图建城,,event
11月13日,1868年,意大利歌剧作曲家罗西尼逝世,,event
11月13日,1903年,法国印象派画家卡米耶·毕沙罗逝世,,event
11月13日,1924年,日本生物学家木村资生出生,,event
11月13日,1929年,嘎达梅林起义,,event
11月13日,1935年,北洋军阀、五省联军总司令孙传芳逝世,,event
11月13日,1955年,美国女演员乌比·戈德堡出生,,event
11月13日,1985年,以色列爆发严重的政府危机,,event
11月13日,1995年,沙特阿拉伯首都利雅得发生爆炸事件,,event
11月14日,公元前207年,秦王子婴投降，秦朝灭亡,,event
11月14日,757年,安史之乱，郭子仪收复西京,,event
11月14日,976年,北宋皇帝宋太祖赵匡胤逝世,,event
11月14日,1650年,英国国王威廉三世出生,,event
11月14日,1831年,德国古典哲学之集大成者黑格尔逝世,,event
11月14日,1840年,法国印象派画家莫奈出生,,event
11月14日,1889年,印度首任总理贾瓦哈拉尔·尼赫鲁出生,,event
11月14日,1908年,清德宗光绪皇帝载湉逝世,,event
11月14日,1911年,摩洛哥危机结束,,event
11月14日,1912年,中国结构工程师林同炎出生,,event
11月14日,1916年,第一次世界大战，索姆河战役结束,,event
11月14日,1949年,中国共产党革命烈士江竹筠逝世,,event
11月14日,1953年,第167任法国总理多米尼克·德维尔潘出生,,event
11月14日,1965年,在越南战争中，德浪河谷战役爆发,,event
11月14日,1993年,日本共产党领导人野坂参三逝世,,event
11月15日,1630年,德国天文学家约翰内斯·开普勒逝世,,event
11月15日,1708年,英国首相威廉·皮特出生,,event
11月15日,1738年,“恒星天文学之父”威廉·赫歇尔出生,,event
11月15日,1864年,美国南北战争，威廉·谢尔曼向大海进军,,event
11月15日,1887年,美国女画家乔治亚·欧姬芙出生,,event
11月15日,1891年,德国陆军元帅埃尔温·隆美尔出生,,event
11月15日,1908年,清朝政治家慈禧太后逝世,,event
11月15日,1946年,香港政界人物陈婉娴出生,,event
11月15日,1971年,美国英特尔公司发布了微处理器4004,,event
11月15日,1978年,天安门事件平反,,event
11月15日,1983年,北塞浦路斯土耳其共和国成立,,event
11月15日,2002年,胡锦涛当选中国共产党中央委员会总书记,,event
11月15日,2002年,柏林奥运会男子马拉松金牌得主孙基祯逝世,,event
11月15日,2003年,中国结构工程师林同炎逝世,,event
11月15日,2006年,中国体育界元老荣高棠逝世,,event
11月16日,公元前42年,罗马帝国第二任皇帝提庇留出生,,event
11月16日,1161年,唐岛之战爆发,,event
11月16日,1264年,南宋皇帝宋理宗赵昀逝世,,event
11月16日,1272年,英格兰国王亨利三世逝世,,event
11月16日,1831年,军事理论家克劳塞维茨逝世,,event
11月16日,1836年,夏威夷王国的君主卡拉卡瓦出生,,event
11月16日,1904年,约翰·弗莱明发明真空管,,event
11月16日,1909年,中国著名学者、教育家屈伯川出生,,event
11月16日,1916年,美国天文学家帕西瓦尔·罗威尔逝世,,event
11月16日,1922年,葡萄牙作家若泽·萨拉马戈出生,,event
11月16日,1922年,美国半导体工程师吉恩·阿姆达尔出生,,event
11月16日,1957年,中国运载火箭技术研究院在北京成立,,event
11月16日,1960年,美国电影演员克拉克·盖博逝世,,event
11月16日,1972年,联合国教科文组织通过《世界遗产公约》,,event
11月16日,1994年,《联合国海洋法公约》开始生效,,event
11月17日,1612年,清朝摄政王多尔衮出生,,event
11月17日,1727年,隆科多以大罪五十永远禁锢,,event
11月17日,1755年,法国君王路易十八出生,,event
11月17日,1796年,俄国沙皇叶卡捷琳娜二世逝世,,event
11月17日,1843年,根据《南京条约》，上海开埠,,event
11月17日,1854年,法国元帅路易·赫伯特·利奥泰出生,,event
11月17日,1858年,英国空想社会主义者罗伯特·欧文逝世,,event
11月17日,1869年,贯通地中海与红海的苏伊士运河正式通航,,event
11月17日,1917年,法国雕塑家罗丹逝世,,event
11月17日,1927年,广州张黄事变爆发,,event
11月17日,1949年,越南总理阮晋勇出生,,event
11月17日,2003年,中国第一位女外交官袁晓园逝世,,event
11月17日,2008年,中国相声表演艺术家范振钰逝世,,event
11月18日,公元前700年,卫国君主卫宣公逝世,,event
11月18日,763年,吐蕃军入长安,,event
11月18日,1067年,司马光初进读通志，赐名《资治通鉴》,,event
11月18日,1155年,南宋主和派主要代表人物秦桧逝世,,event
11月18日,1836年,清朝军事人物丁汝昌出生,,event
11月18日,1899年,无产阶级革命家、中国工人运动领袖李立三出生,,event
11月18日,1906年,美国科学家乔治·沃尔德出生,,event
11月18日,1909年,民间传奇人物廖添丁逝世,,event
11月18日,1918年,拉脱维亚宣告独立,,event
11月18日,1922年,法国作家普鲁斯特逝世,,event
11月18日,1923年,美国宇航员艾伦·谢泼德出生,,event
11月18日,1936年,丹麦战争爆发,,event
11月18日,1950年,日本动画界的国际级名家川尻善昭出生,,event
11月18日,1962年,丹麦物理学家尼尔斯·玻尔逝世,,event
11月18日,1970年,阿曼独立,,event
11月19日,1148年,金太祖完颜阿骨打第四子完颜宗弼逝世,,event
11月19日,1168年,中国宋朝的第十三位皇帝宋宁宗 赵扩出生,,event
11月19日,1600年,英格兰查理一世国王出生,,event
11月19日,1875年,苏联政治家、革命家米哈伊尔·伊万诺维奇·加里宁出生,,event
11月19日,1907年,香港电影制作者邵逸夫出生,,event
11月19日,1917年,印度前总理英迪拉·甘地出生,,event
11月19日,1931年,中国诗人徐志摩逝世,,event
11月19日,1935年,红二军团和红六军团开始长征,,event
11月19日,1977年,台湾中坜事件发生,,event
11月19日,1984年,墨西哥城石油气大爆炸，500余人丧生,,event
11月19日,1984年,中国第一支南极考察队出发,,event
11月19日,1985年,美国和苏联在日内瓦举行裁军会谈,,event
11月19日,1990年,爱国将领孙立人逝世,,event
11月19日,2003年,成都军区原司令员李九龙逝世,,event
11月19日,2003年,作家施蛰存逝世,,event
11月20日,284年,戴克里先被罗马军队推举为执政官,,event
11月20日,762年,安史之乱，唐朝军队收复洛阳,,event
11月20日,1764年,德国数学家哥德巴赫逝世,,event
11月20日,1841年,加拿大总理威尔弗里德·劳雷尔出生,,event
11月20日,1886年,奥地利动物行为学家卡尔·冯·弗里希出生,,event
11月20日,1910年,俄国伟大作家列夫·托尔斯泰逝世,,event
11月20日,1915年,中国共产党领导人胡耀邦出生,,event
11月20日,1917年,一战，康布雷战役开始,,event
11月20日,1942年,第47任美国副总统约瑟夫·拜登出生,,event
11月20日,1943年,二战，塔拉瓦战役开始,,event
11月20日,1946年,中共中央政治局常委张高丽出生,,event
11月20日,1948年,香港演员曹绮文逝世,,event
11月20日,1962年,古巴导弹危机宣布结束,,event
11月20日,1975年,西班牙独裁者佛朗哥逝世,,event
11月20日,2006年,中国人民解放军洪学智逝世,,event
11月21日,1694年,法国启蒙运动领袖伏尔泰出生,,event
11月21日,1783年,孟格菲兄弟进行了第一次载人热气球飞行,,event
11月21日,1818年,美国著名人类学家路易斯·亨利·摩尔根出生,,event
11月21日,1877年,爱迪生宣布发明留声机,,event
11月21日,1894年,在中日甲午战争中，开始了旅顺大屠杀,,event
11月21日,1898年,比利时画家勒内·马格里特出生,,event
11月21日,1902年,苏联共产党苏斯洛夫出生,,event
11月21日,1910年,中国作家钱钟书出生,,event
11月21日,1913年,日本德川幕府末代将军德川庆喜逝世,,event
11月21日,1937年,中国空军少将高志航逝世,,event
11月21日,1937年,中华民国国民革命军将领夏国璋逝世,,event
11月21日,1940年,美国近代著名小说家史考特·费兹杰罗逝世,,event
11月21日,1962年,中印边境战争，中国宣布与印度全面停火,,event
11月21日,1992年,厄瓜多尔发生海豚集体自杀事件,,event
11月21日,1992年,老挝国家主席凯山·丰威汉逝世,,event
11月22日,1076年,北宋政治家、文学家王安石第二次罢相,,event
11月22日,1693年,中国清代画家郑板桥出生,,event
11月22日,1819年,英国小说家乔治·艾略特出生,,event
11月22日,1850年,清朝著名封疆大吏林则徐逝世,,event
11月22日,1869年,法国作家、保护同性恋权益代表安德烈·纪德出生,,event
